2Theta	Intensidade
85,12748989	38
85,16688074	40
85,20627159	46
85,24566243	33
85,28505328	54
85,32444413	48
85,36383497	36
85,40322582	38
85,44261667	38
85,48200751	38
85,52139836	49
85,56078921	35
85,60018005	40
85,6395709	44
85,67896175	43
85,71835259	42
85,75774344	34
85,79713428	31
85,83652513	36
85,87591598	50
85,91530682	38
85,95469767	60
85,99408852	44
86,03347936	36
86,07287021	35
86,11226106	44
86,1516519	35
86,19104275	47
86,2304336	29
86,26982444	49
86,30921529	37
86,34860614	39
86,38799698	41
86,42738783	38
86,46677868	44
86,50616952	34
86,54556037	40
86,58495122	32
86,62434206	39
86,66373291	34
86,70312376	46
86,7425146	31
86,78190545	25
86,8212963	41
86,86068714	37
86,90007799	42
86,93946884	38
86,97885968	40
87,01825053	47
87,05764138	28
87,09703222	46
87,13642307	37
87,17581392	27
87,21520476	46
87,25459561	39
87,29398646	46
87,3333773	49
87,37276815	35
87,412159	47
87,45154984	54
87,49094069	41
87,53033154	34
87,56972238	44
87,60911323	40
87,64850408	39
87,68789492	21
87,72728577	31
87,76667662	36
87,80606746	38
87,84545831	32
87,88484916	39
87,92424	38
87,96363085	30
88,0030217	31
88,04241254	30
88,08180339	26
88,12119424	32
88,16058508	31
88,19997593	26
88,23936678	33
88,27875762	28
88,31814847	30
88,35753932	26
88,39693016	32
88,43632101	39
88,47571186	34
88,5151027	42
88,55449355	26
88,5938844	28
88,63327524	24
88,67266609	46
88,71205694	30
88,75144778	31
88,79083863	31
88,83022948	40
88,86962032	36
88,90901117	39
88,94840202	33
88,98779286	29
89,02718371	37
89,06657456	33
89,1059654	39
89,14535625	35
89,1847471	43
89,22413794	36
89,26352879	36
89,30291964	40
89,34231048	33
89,38170133	41
89,42109218	50
89,46048302	42
89,49987387	30
89,53926472	31
89,57865556	32
89,61804641	25
89,65743726	34
89,6968281	46
89,73621895	44
89,7756098	35
89,81500064	46
89,85439149	31
89,89378234	30
89,93317318	40
89,97256403	30
